customerid,loanno,Month,Loan Amount,EMI Amount,Interest Rate (%),Repayment Period (Months),Credit Score,Credit History (Years),Outstanding Balance Amount,Bank Statement,payment
Cus0145,Loan0001,December,489371.08,8037.03,4.09,21,720,20,213061.13,"Transactions: 3, Deposits: 33678.28, Withdrawals: 43375.16",1
Cus0145,Loan0003,January,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,February,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,March,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,April,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,May,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,June,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",0
Cus0145,Loan0003,July,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,August,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,September,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",0
Cus0145,Loan0003,October,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,November,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0003,December,382708.66,13071.46,14.17,37,757,17,109634.26,"Transactions: 20, Deposits: 15171.67, Withdrawals: 79624.76",1
Cus0145,Loan0007,January,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,February,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,March,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",0
Cus0145,Loan0007,April,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,May,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,June,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,July,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,August,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,September,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,October,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,November,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0145,Loan0007,December,252581.34,11460.58,3.13,54,838,17,72239.91,"Transactions: 2, Deposits: 80556.35, Withdrawals: 55949.31",1
Cus0146,Loan0004,January,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,February,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,March,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,April,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,May,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,June,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,July,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,August,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,September,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,October,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,November,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0004,December,307922.0,12585.13,14.71,17,670,13,108735.78,"Transactions: 13, Deposits: 46490.59, Withdrawals: 28027.93",1
Cus0146,Loan0003,January,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,February,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,March,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,April,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,May,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,June,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,July,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,August,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,September,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",0
Cus0146,Loan0003,October,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,November,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",1
Cus0146,Loan0003,December,204609.96,12925.35,14.03,47,672,18,187219.95,"Transactions: 12, Deposits: 41272.76, Withdrawals: 83396.34",0
Cus0146,Loan0001,January,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,February,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,March,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,April,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,May,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,June,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,July,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,August,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",0
Cus0146,Loan0001,September,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,October,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,November,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0146,Loan0001,December,267888.65,14741.4,8.46,37,747,1,69947.74,"Transactions: 14, Deposits: 55561.43, Withdrawals: 60276.76",1
Cus0147,Loan0009,January,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,February,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,March,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,April,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,May,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,June,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,July,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,August,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,September,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",0
Cus0147,Loan0009,October,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,November,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0009,December,484104.64,13620.6,14.48,46,808,19,121094.66,"Transactions: 15, Deposits: 96944.99, Withdrawals: 60685.17",1
Cus0147,Loan0005,January,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,February,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,March,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,April,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,May,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,June,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,July,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,August,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,September,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,October,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0005,November,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",0
Cus0147,Loan0005,December,430990.16,13302.31,14.53,41,774,15,386392.95,"Transactions: 28, Deposits: 12461.56, Withdrawals: 20464.15",1
Cus0147,Loan0006,January,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",0
Cus0147,Loan0006,February,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,March,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,April,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,May,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,June,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,July,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",0
Cus0147,Loan0006,August,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,September,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,October,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,November,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0147,Loan0006,December,220266.28,12435.63,14.93,55,779,8,176248.57,"Transactions: 14, Deposits: 95990.11, Withdrawals: 56485.38",1
Cus0148,Loan0001,January,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,February,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,March,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,April,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,May,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,June,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,July,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,August,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,September,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,October,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,November,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0001,December,286186.87,10792.51,11.99,33,619,18,266553.37,"Transactions: 16, Deposits: 38248.55, Withdrawals: 29670.95",1
Cus0148,Loan0005,January,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,February,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,March,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,April,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,May,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,June,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,July,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,August,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,September,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",0
Cus0148,Loan0005,October,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",0
Cus0148,Loan0005,November,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0005,December,372113.79,9279.49,11.95,24,727,7,87395.16,"Transactions: 8, Deposits: 88546.82, Withdrawals: 28610.08",1
Cus0148,Loan0004,January,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,February,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",0
Cus0148,Loan0004,March,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,April,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,May,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,June,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,July,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,August,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",0
Cus0148,Loan0004,September,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,October,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,November,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0148,Loan0004,December,260829.97,9747.87,10.42,21,799,4,31267.9,"Transactions: 3, Deposits: 70823.09, Withdrawals: 69708.17",1
Cus0149,Loan0010,January,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,February,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,March,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,April,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,May,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,June,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,July,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",0
Cus0149,Loan0010,August,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",0
Cus0149,Loan0010,September,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,October,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0010,November,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",0
Cus0149,Loan0010,December,454403.18,10598.38,6.79,48,822,9,223023.51,"Transactions: 25, Deposits: 92440.61, Withdrawals: 35224.0",1
Cus0149,Loan0001,January,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,February,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",0
Cus0149,Loan0001,March,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,April,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,May,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",0
Cus0149,Loan0001,June,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,July,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,August,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,September,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,October,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,November,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",1
Cus0149,Loan0001,December,266627.83,12036.66,3.65,39,722,18,8682.11,"Transactions: 12, Deposits: 45434.52, Withdrawals: 71770.48",0
Cus0149,Loan0009,January,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,February,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,March,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,April,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,May,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,June,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",0
Cus0149,Loan0009,July,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,August,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,September,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,October,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,November,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0149,Loan0009,December,252440.11,14835.55,11.38,41,680,1,2983.84,"Transactions: 7, Deposits: 44148.52, Withdrawals: 19067.3",1
Cus0150,Loan0006,January,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,February,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",0
Cus0150,Loan0006,March,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,April,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,May,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,June,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,July,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,August,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,September,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,October,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,November,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0006,December,364569.02,9659.97,8.66,51,687,12,67049.23,"Transactions: 14, Deposits: 28947.92, Withdrawals: 73064.14",1
Cus0150,Loan0005,January,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
Cus0150,Loan0005,February,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
Cus0150,Loan0005,March,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
Cus0150,Loan0005,April,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
Cus0150,Loan0005,May,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
Cus0150,Loan0005,June,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
Cus0150,Loan0005,July,311692.89,13980.28,6.36,23,746,5,305232.26,"Transactions: 22, Deposits: 30571.01, Withdrawals: 18988.28",1
